Please select a vector model (TF/TF-IDF): TF
Creating gesture-gesture similarity matrix based on NMF...
Found Gesture-Gesture Similarity Matrix Performing NMF
Principal Component 1 Similarity Scores:
Gesture |       Score
276     |       1.0
17      |       0.9700184393327786
19      |       0.9495688232092466
26      |       0.9424105540455396
570     |       0.9129381653151222
572     |       0.9017034882911571
29      |       0.8953908721758114
28      |       0.8870637270375281
20      |       0.8866892883190811
270     |       0.8856313877013867
22      |       0.8792491526612138
573     |       0.877649200335159
31      |       0.8773640677930332
267     |       0.8714341626278785
14      |       0.8598849378278461
27      |       0.8544290334321674
575     |       0.8527126159664603
562     |       0.8464401874168637
8       |       0.8391369353013023
6       |       0.8343065702866148
30      |       0.8232549408654658
566     |       0.819404637247193
569     |       0.8179950426522103
564     |       0.8145760193464046
574     |       0.8060871821630016
279     |       0.8058125809392602
266     |       0.8053670201176595
577     |       0.7960443495150894
260     |       0.7866722337336716
264     |       0.7773393247153847
585     |       0.7744095877127479
256     |       0.7727062874963305
4       |       0.7640172163067588
24      |       0.7632342671313099
23      |       0.756011080578872
25      |       0.7544353321551017
12      |       0.7511082704192548
560     |       0.7486189204812456
277     |       0.7442429616092381
586     |       0.742143805565284
2       |       0.7410278185958534
583     |       0.7380767889298447
272     |       0.7357094187582816
15      |       0.731733148064303
571     |       0.7267922075123107
589     |       0.7257812987471463
559     |       0.7252237478796547
578     |       0.7246718977519175
278     |       0.719785339207323
582     |       0.715465197197574
16      |       0.6962863449129333
588     |       0.6924798940554546
584     |       0.6838914517503097
250     |       0.6834969975204968
580     |       0.6794772877331
1       |       0.6763848414078374
11      |       0.6735292488421731
274     |       0.6689689808933017
251     |       0.6679675784595338
3       |       0.6663395027407322
271     |       0.6654457190242157
259     |       0.6571649371236711
269     |       0.6520276321805044
563     |       0.6516188277034775
9       |       0.6504566592949187
587     |       0.6490605933746559
268     |       0.6486278640669286
568     |       0.6415710870834086
581     |       0.6394700714019486
565     |       0.6126501758556429
254     |       0.6104797055999877
275     |       0.6066762722143801
265     |       0.5954411985689233
263     |       0.5852776473488466
252     |       0.5802648677637161
13      |       0.5695393621945412
567     |       0.5685984849959694
576     |       0.5463234543171612
561     |       0.543757214091891
262     |       0.509742315112824
21      |       0.5048465857082187
255     |       0.5042843518093388
10      |       0.48265445398285167
579     |       0.46707054661932546
273     |       0.43937641184694326
18      |       0.43781225365125237
253     |       0.3889392791007569
261     |       0.3575845496126596
258     |       0.31778301719614055
7       |       0.3037107259399973
5       |       0.3013909426398346
249     |       0.29224720964531165
257     |       0.0


Principal Component 2 Similarity Scores:
Gesture |       Score
5       |       0.7395785579800752
18      |       0.719488439753046
7       |       0.6997902506400262
10      |       0.6783952085730303
13      |       0.6622537227833794
561     |       0.6216220459230168
567     |       0.6016337396894237
249     |       0.6013831653837822
565     |       0.5868680029023594
563     |       0.5652566563206453
571     |       0.564946934345657
9       |       0.5241376302863415
11      |       0.5165456413859363
568     |       0.5144103693719756
16      |       0.5131077116839838
257     |       0.5118902505239421
25      |       0.5071353372966294
3       |       0.5032536650934866
566     |       0.49786346669000625
261     |       0.4957268094717836
8       |       0.4834253022489032
259     |       0.48189430326761823
21      |       0.45006246137266287
560     |       0.44853417468363227
579     |       0.4469617377498552
576     |       0.44643168644073183
574     |       0.4397071012382732
272     |       0.43969036896433955
569     |       0.4374898540792917
562     |       0.43732577703480635
251     |       0.43219629593272263
573     |       0.4262996748088435
2       |       0.42279125942389356
269     |       0.4053902341143109
1       |       0.4050702754121151
24      |       0.4002115535973584
589     |       0.3916575282596799
28      |       0.380473452462453
23      |       0.3793285672608356
270     |       0.35803386333269754
559     |       0.355113177573046
14      |       0.3537052969656017
6       |       0.34985907876328615
575     |       0.34943767842306683
572     |       0.3447892476737395
564     |       0.3443555098090521
582     |       0.3422996606488559
577     |       0.3389661204577983
255     |       0.3379050545908933
570     |       0.32747984893138943
12      |       0.3261628336012361
22      |       0.3245562257754093
253     |       0.32165202204226945
264     |       0.31365965002570667
27      |       0.31117482843594674
250     |       0.3102288431060756
31      |       0.3076290194427003
583     |       0.29919902692651873
587     |       0.29554281765068996
252     |       0.2905041785954477
262     |       0.2785972302996342
578     |       0.27816120040074827
4       |       0.26750700366244956
26      |       0.26275251090219115
19      |       0.2621004885396467
29      |       0.25535304394197955
30      |       0.24731370654239626
17      |       0.24663341115687787
584     |       0.2396468546656156
265     |       0.22978252914553624
258     |       0.22275390832785105
580     |       0.22108569190558972
588     |       0.20800394586060791
20      |       0.20707562943692853
254     |       0.2046491951498584
271     |       0.1939957472843705
581     |       0.1815785959683395
267     |       0.17516397552755
586     |       0.15175992236522362
585     |       0.14683411818384506
278     |       0.14424300338893875
260     |       0.14324973173599218
15      |       0.13615279566404812
263     |       0.09705902232696836
256     |       0.09464594367696766
277     |       0.037869276507795126
279     |       0.03570687921913772
266     |       0.022998621537346137
268     |       0.012460167625038052
274     |       0.005795693235168514
273     |       0.0
275     |       0.0
276     |       0.0


Principal Component 3 Similarity Scores:
Gesture |       Score
258     |       0.6539046242488684
254     |       0.6521883023095805
263     |       0.6491528554928435
262     |       0.628422063369235
265     |       0.6198468390448653
273     |       0.6179710292249426
255     |       0.6164888799041174
253     |       0.5982680792361658
252     |       0.5790444987588419
260     |       0.5629865131129699
271     |       0.5597486590196494
266     |       0.5551028102032467
256     |       0.5403455870154092
261     |       0.4933581540186332
257     |       0.45365361811640825
277     |       0.4330124098367009
275     |       0.42955092986324966
267     |       0.41097619474236075
250     |       0.40462482717743126
249     |       0.4020094680791477
