Creating gesture-gesture similarity matrix based on DTW distance...
Found Gesture-Gesture Similarity Matrix Performing NMF
Principal Component 1 Similarity Scores:
Gesture |       Score
266     |       0.7511380159543871
17      |       0.7392446813323464
28      |       0.7310990882376345
30      |       0.7307588212055455
271     |       0.7083066885854467
6       |       0.7035064451474661
570     |       0.701689722368617
31      |       0.6909159510234324
273     |       0.6907796532423138
27      |       0.6849645750636117
26      |       0.6798022931955726
559     |       0.6766425470734997
29      |       0.6677501299448663
585     |       0.6646603434022227
20      |       0.6639613039769934
15      |       0.6620052625835211
25      |       0.6442147894745441
572     |       0.6438027139511564
14      |       0.6432773261703871
272     |       0.6343929160717374
22      |       0.6343042374235883
270     |       0.6244203057869034
265     |       0.6224222890228469
573     |       0.6205965472264912
23      |       0.6165788580518713
19      |       0.6158084146197826
24      |       0.6146175723534297
584     |       0.6109730447870997
586     |       0.6108572578902943
254     |       0.6048119327072179
577     |       0.6046587541609787
2       |       0.5966640319155295
279     |       0.5933144350669022
583     |       0.5811675740495286
274     |       0.5798660749570671
1       |       0.5791496828153991
267     |       0.5757221874256656
268     |       0.5633583113888423
278     |       0.5554911962384722
11      |       0.5540627461428844
260     |       0.5509839933792623
582     |       0.54893151660923
276     |       0.5335081446739786
575     |       0.5332853072259206
275     |       0.5289605939501807
4       |       0.5196686909825118
589     |       0.5187917002510689
277     |       0.5068509396741675
262     |       0.5067813161603325
587     |       0.4966821705776806
574     |       0.4937412596307565
8       |       0.49226483580799324
258     |       0.49037827738476614
253     |       0.4792206337445508
12      |       0.477418631584049
581     |       0.46443499119010156
256     |       0.4580109206555223
264     |       0.45522602230670023
588     |       0.45368991951558424
564     |       0.4505985914235013
580     |       0.44547541869817786
578     |       0.43931223608661896
566     |       0.4178519760502837
562     |       0.41767968760952723
263     |       0.40252177810547934
569     |       0.39472669242755526
252     |       0.3873887051902462
250     |       0.3768722698098906
10      |       0.36773178876102225
567     |       0.35849203206544045
259     |       0.34412819588883103
576     |       0.3396065643608251
571     |       0.3184457155277841
255     |       0.31038346855035825
568     |       0.31004835295805316
560     |       0.24949548638482721
9       |       0.2430640997823207
269     |       0.2387224901668657
565     |       0.23360394428529094
5       |       0.2204373444871149
3       |       0.2165474648280062
21      |       0.19736843218003278
563     |       0.19341467922781308
7       |       0.18734102755357235
261     |       0.1773731126929356
251     |       0.16751005080800424
561     |       0.15131566055504192
16      |       0.1411144835122852
257     |       0.07822422752596535
13      |       0.021806463714608953
579     |       0.004288804792002007
18      |       0.0
249     |       0.0


Principal Component 2 Similarity Scores:
Gesture |       Score
560     |       0.7102966226828977
563     |       0.7052260819339972
566     |       0.6839417685093003
567     |       0.6796120741111148
562     |       0.6789195361766093
10      |       0.664905192088366
571     |       0.6587500130774641
568     |       0.6487150086725939
580     |       0.6273468174371545
565     |       0.6240897265890638
561     |       0.6111127230538672
578     |       0.5870118152597145
8       |       0.5854640749900725
13      |       0.58467790296861
583     |       0.574573567490213
589     |       0.5708225047243486
582     |       0.5700777511647742
576     |       0.5612394731983786
579     |       0.558212022854275
584     |       0.5572095563910215
588     |       0.5470884963852847
581     |       0.5442051120233276
259     |       0.5255388538074606
21      |       0.5159886218228704
587     |       0.5121201969174092
19      |       0.5100864081461967
569     |       0.5080136732110988
257     |       0.506534253628972
585     |       0.4942237912483947
24      |       0.49332805327264884
564     |       0.47780047712654544
23      |       0.46519778720049637
18      |       0.45349471763048366
5       |       0.4526695556373467
269     |       0.4487737482397153
275     |       0.4470261777758995
14      |       0.43748995592855316
26      |       0.43659099571295507
20      |       0.4313129137456151
575     |       0.43107058590122355
586     |       0.4293829519706219
30      |       0.4256131465508483
253     |       0.41439645898174743
278     |       0.413501421398446
22      |       0.41134951744017856
28      |       0.40819043657050424
3       |       0.3973563670842553
4       |       0.39664199605372086
16      |       0.39634259432628083
251     |       0.39297981580971814
12      |       0.3823231409153554
250     |       0.37650874091234293
29      |       0.3713210594440213
15      |       0.36763920639125885
25      |       0.36362690621929705
573     |       0.3602336412353854
31      |       0.35786178063588664
260     |       0.35663285491547353
27      |       0.3479835863784367
249     |       0.34025923696417637
258     |       0.3380880668070713
262     |       0.337487619280673
1       |       0.3323850161231114
11      |       0.32726403369766305
7       |       0.32327764235101053
268     |       0.32013977174445346
265     |       0.3191492968944784
263     |       0.31731333808825446
17      |       0.3122565673387004
256     |       0.31058324548340577
274     |       0.3076904694198061
277     |       0.3043329856829666
276     |       0.3042473393216941
572     |       0.2938603807087021
574     |       0.29318393582542024
570     |       0.28568319098061296
577     |       0.2847314890445866
261     |       0.26979577366867646
255     |       0.2626793795454511
270     |       0.25682939721976583
252     |       0.24602990630189525
271     |       0.24446852104346722
279     |       0.2389740328632335
9       |       0.22517856257544946
272     |       0.19369483792741257
273     |       0.17157369741662318
559     |       0.1661187654411295
6       |       0.1551915841095059
2       |       0.1390174190147833
267     |       0.09626593982752991
254     |       0.09119146455172693
266     |       0.060444719698811815
264     |       0.0


Principal Component 3 Similarity Scores:
Gesture |       Score
9       |       0.6744224548142048
18      |       0.6307697893775133
7       |       0.5695050771062655
2       |       0.5588710802760184
5       |       0.5473444683498278
12      |       0.529826038284589
249     |       0.5177441441367135
11      |       0.48565254443860845
22      |       0.4776120892688335
261     |       0.4750394026147559
277     |       0.45704515848803484
276     |       0.45202953330083223
27      |       0.4409772224106182
255     |       0.4258489899339178
1       |       0.4243878982454931
262     |       0.42430566391720365
15      |       0.4224520233777242
263     |       0.4213579453520412
3       |       0.4186094532575392
264     |       0.41169706934442396
272     |       0.410952220552363
